6/15/2016,694.47,99223800
6/16/2016,766.31,271633984
6/17/2016,748.91,363320992
6/18/2016,756.23,252718000
6/19/2016,763.78,136184992
6/20/2016,737.23,174511008
6/21/2016,666.65,309944000
6/22/2016,596.12,266392992
6/23/2016,623.98,253462000
6/24/2016,665.3,224316992
6/25/2016,665.12,126656000
6/26/2016,629.37,109225000
6/27/2016,655.28,122134000
6/28/2016,647,138384992
6/29/2016,639.89,142456000
6/30/2016,673.34,138980000
7/1/2016,676.3,134431008
7/2/2016,703.7,112354000
7/3/2016,658.66,129512000
7/4/2016,683.66,92008400
7/5/2016,670.63,130476000
7/6/2016,677.33,134960992
7/7/2016,640.56,258091008
7/8/2016,666.52,141970000
7/9/2016,650.96,180536000
7/10/2016,649.36,102532000
7/11/2016,647.66,107910000
7/12/2016,664.55,138172992
7/13/2016,654.47,131449000
7/14/2016,658.08,98511400
7/15/2016,663.26,81673104
7/16/2016,660.77,50330200
7/17/2016,679.46,74407904
7/18/2016,673.11,69465000
7/19/2016,672.86,61203300
7/20/2016,665.68,94636400
7/21/2016,665.01,60491800
7/22/2016,650.62,134169000
